ID,WIDTH,HEIGHT,GROUP
0,18,18,0
1,18,8,1
2,12,2,2
3,2,5,2
4,23,7,3
5,10,12,3
6,3,10,4
7,12,10,4
8,28,34,5
9,9,13,6
10,23,7,7
11,3,19,8
12,11,7,8
13,13,31,9
14,9,13,9
15,19,3,10
16,4,14,11
17,6,10,11
18,13,7,12
19,5,5,12
20,16,19,13
21,11,15,14
22,32,39,15
23,5,12,15
24,23,7,16
25,5,7,16
26,19,28,16
27,5,7,17
28,23,5,18
29,17,7,19
30,16,4,20
31,13,19,21
32,28,5,21
33,76,12,22
34,9,9,23
35,43,45,24
36,9,39,25
37,3,9,25
38,5,4,25
39,3,1,25
40,9,4,26
41,17,7,26
42,5,31,27
43,16,16,28
44,12,16,28
45,21,12,29
46,16,9,30
47,17,11,30
48,40,8,30
49,23,11,31
50,12,22,31
51,15,6,31
52,18,4,32
53,7,26,32
54,16,14,32
55,6,19,33
56,13,44,34
57,8,13,34
58,9,19,35
59,7,18,35
60,5,30,36
61,6,1,37
62,7,19,38
63,5,9,39
64,13,21,39
65,7,9,40
66,43,9,41
67,24,4,42
68,2,9,43
69,9,47,44
70,29,7,45
71,25,10,46
72,13,5,47
73,9,15,48
74,7,20,49
75,23,7,50
76,41,9,51
77,32,6,52
78,17,8,53
79,8,41,54
80,30,12,55
81,24,30,56
82,8,7,57
83,6,7,58
84,3,7,59
85,7,11,60
86,2,11,61
87,17,7,62
88,5,1,63
89,6,22,64
90,5,6,65
91,11,26,66
92,32,18,67
93,3,3,67
94,9,12,67
95,3,3,68
96,12,3,68
97,6,35,69
98,19,17,70
99,16,7,71
100,4,22,72
101,24,8,72
102,27,14,73
103,21,3,74
104,19,97,75
105,21,35,76
106,39,18,77
107,11,8,78
108,12,4,79
109,4,4,80
110,7,48,81
111,22,4,82
112,11,11,83
113,7,16,84
114,13,17,84
115,5,6,85
116,30,8,86
117,2,4,86
118,22,8,87
119,3,8,87
120,7,1,88
121,6,13,89
122,7,4,90
123,5,4,91
124,12,5,91
125,8,20,92
126,16,67,92
127,27,8,93
128,5,5,94
129,5,11,95
130,29,15,96
131,1,3,97
132,17,4,98
133,9,9,99
134,13,37,100
135,39,6,101
136,6,18,102
137,5,10,103
138,12,41,104
139,5,13,105
140,4,8,106
141,60,17,107
142,27,26,108
143,17,35,109
144,1,3,110
145,31,23,111
146,16,5,112
147,9,47,113
148,5,5,114
149,27,8,115
150,17,11,116
151,5,4,117
152,16,13,118
153,3,2,119
154,11,11,120
155,12,2,121
156,9,6,122
157,19,5,123
158,9,15,124
159,12,7,125
160,4,8,126
161,4,10,127
162,10,50,128
163,9,62,129
164,6,8,130
165,5,14,131
166,12,7,132
167,18,4,133
168,7,12,134
169,46,8,135
170,33,6,136
171,5,4,137
172,19,17,138
173,8,12,139
174,6,14,140
175,10,7,141
176,21,7,142
177,21,21,143
178,18,7,144
179,28,16,145
180,18,6,146
181,8,10,146
182,4,8,147
183,13,4,148
184,5,5,148
185,12,4,149
186,7,6,149
187,24,12,149
188,9,14,150
189,18,11,151
190,5,16,152
191,21,16,153
192,5,2,154
193,3,6,154
194,19,7,155
195,9,3,155
196,23,5,156
197,9,16,157
198,5,4,158
