ID,WIDTH,HEIGHT,GROUP
0,22,6,0
1,26,7,1
2,9,9,2
3,62,9,3
4,6,8,4
5,43,27,5
6,36,103,6
7,17,5,7
8,5,17,8
9,14,83,9
10,16,28,10
11,53,13,11
12,32,10,12
13,28,22,13
14,7,35,14
15,8,3,15
16,10,35,16
17,31,26,17
18,11,4,18
19,6,19,19
20,61,11,20
21,48,16,21
22,14,64,22
23,18,37,23
24,9,38,24
25,10,10,25
26,4,10,26
27,2,13,27
28,30,18,28
29,88,26,28
30,11,9,29
31,17,10,30
32,52,10,31
33,4,22,31
34,23,29,32
35,7,18,32
36,6,3,32
37,36,24,33
38,9,6,33
39,23,4,34
40,25,10,34
41,17,35,35
42,2,3,35
43,26,4,36
44,14,3,36
45,60,21,36
46,28,9,36
47,33,13,37
48,20,7,38
49,5,24,39
50,8,11,40
51,22,5,40
52,18,100,41
53,17,12,42
54,90,30,43
55,8,35,44
56,23,83,45
57,41,9,46
58,6,1,47
59,38,9,48
60,11,17,49
61,57,11,50
62,36,12,50
63,32,23,51
64,4,23,51
65,106,25,52
66,36,21,53
67,30,11,53
68,20,7,53
69,26,58,54
70,13,75,55
71,58,11,56
72,10,3,57
