ID,WIDTH,HEIGHT,GROUP
0,12,13,0
1,23,19,0
2,27,14,1
3,5,9,1
4,4,27,2
5,72,12,3
6,44,7,4
7,18,13,5
8,3,6,6
9,78,35,7
10,16,53,8
11,10,38,9
12,16,9,10
13,22,37,10
14,7,22,11
15,18,5,12
16,10,13,13
17,20,37,13
18,37,76,14
19,22,47,15
20,62,17,15
21,22,58,16
22,38,48,16
23,6,11,16
24,15,92,17
25,67,16,18
26,21,61,19
27,20,15,20
28,15,22,21
29,8,54,21
30,78,15,22
31,62,18,23
32,5,30,24
33,28,43,25
34,39,24,26
35,3,8,27
36,41,27,28
37,14,97,29
38,64,19,30
39,13,41,30
40,6,6,30
41,30,115,31
42,24,10,32
43,110,32,33
44,21,6,34
45,19,6,35
46,3,15,36
47,12,33,37
48,20,91,38
