ID,WIDTH,HEIGHT,GROUP
0,30,42,0
1,29,16,1
2,15,7,2
3,6,1,3
4,35,7,4
5,20,21,4
6,5,12,4
7,14,4,5
8,47,9,6
9,8,11,7
10,7,2,7
11,56,9,8
12,4,25,9
13,7,33,10
14,2,4,11
15,34,102,12
16,13,34,13
17,56,19,14
18,23,25,15
19,11,12,16
20,9,35,17
21,14,10,18
22,16,14,19
23,4,18,20
24,6,5,21
25,18,3,21
26,110,16,22
27,41,27,23
28,4,25,24
29,12,8,25
30,18,116,26
31,4,4,27
32,28,15,28
33,2,10,29
34,36,12,30
35,55,15,31
36,3,15,31
37,5,1,32
38,16,41,33
39,28,5,33
40,7,21,33
41,27,8,34
42,14,11,35
43,6,22,36
44,12,75,37
45,22,7,38
46,7,20,39
47,12,27,40
48,4,24,41
49,6,20,42
50,7,11,43
51,13,6,44
52,23,49,45
53,14,6,46
54,5,3,47
55,21,55,48
56,22,8,49
57,11,12,50
58,8,5,51
59,8,3,52
60,11,7,53
61,35,11,54
62,13,4,54
63,13,10,55
64,24,35,55
65,11,21,56
66,5,9,56
67,47,12,57
68,7,22,58
69,19,21,59
70,22,56,60
71,7,11,61
72,5,21,62
73,18,5,62
74,4,11,62
75,4,14,63
76,27,94,63
77,8,2,63
78,4,1,63
79,16,68,64
80,12,7,64
81,13,56,64
82,2,2,64
83,8,46,65
84,22,64,66
85,36,14,67
86,37,29,67
87,4,5,68
88,10,2,69
89,2,10,70
90,13,9,71
91,18,15,72
92,50,24,73
93,10,60,74
94,31,20,75
95,33,7,76
96,65,17,76
