ID,WIDTH,HEIGHT,GROUP
0,17,26,0
1,10,6,1
2,13,3,2
3,20,37,3
4,15,5,4
5,26,8,5
6,9,27,6
7,5,10,6
8,13,3,6
9,6,3,7
10,9,20,8
11,8,22,8
12,13,4,9
13,50,11,10
14,2,1,10
15,10,14,11
16,7,10,11
17,18,5,11
18,3,8,12
19,7,3,12
20,19,9,12
21,2,6,13
22,17,18,13
23,10,21,13
24,2,2,13
25,11,5,14
26,4,27,15
27,12,54,15
28,22,4,16
29,5,32,17
30,35,8,18
31,21,11,18
32,4,6,18
33,3,16,19
34,14,15,20
35,11,5,21
36,12,10,21
37,6,3,22
38,17,3,23
39,8,7,24
40,2,2,25
41,2,1,26
42,16,7,27
43,19,5,28
44,7,10,29
45,6,1,30
46,11,18,31
47,6,20,32
48,11,25,33
49,1,4,34
50,16,49,34
51,5,14,35
52,3,16,35
53,7,6,36
54,13,4,37
55,3,4,38
56,5,11,39
57,25,7,40
58,15,26,41
59,2,8,42
60,3,6,43
61,2,3,44
62,10,29,45
63,15,9,46
64,25,12,47
65,2,4,48
66,3,1,48
67,2,6,49
68,6,4,50
69,4,4,51
70,10,26,52
71,17,16,53
72,7,11,54
73,2,12,55
74,8,33,56
75,7,11,57
76,7,9,58
77,5,10,59
78,3,10,60
79,5,31,60
80,4,2,61
81,10,11,62
82,6,36,62
83,12,48,62
84,16,23,63
85,4,14,63
86,46,9,64
87,5,14,64
88,1,6,64
89,27,9,64
90,11,14,65
91,16,12,66
92,1,1,67
93,6,4,68
94,11,4,69
95,4,5,70
96,18,10,71
97,14,53,71
98,15,9,72
99,9,17,73
100,7,5,74
101,12,67,75
102,6,7,76
103,14,33,77
104,5,7,78
105,20,3,79
106,42,21,80
107,18,5,81
108,6,2,82
109,17,5,83
110,19,10,84
111,16,32,84
112,5,7,84
113,24,9,84
114,29,8,85
115,2,9,86
116,1,3,86
117,12,14,86
118,7,2,87
119,8,5,88
120,11,38,89
121,16,19,90
122,4,7,91
123,6,1,92
124,6,41,93
125,5,10,94
126,7,2,95
127,10,16,96
128,7,4,97
129,1,1,98
130,16,29,99
131,6,13,100
132,7,13,101
133,14,21,101
134,13,8,101
135,16,10,101
136,8,30,102
137,17,15,102
138,76,23,103
139,27,16,104
140,20,29,105
141,26,18,106
142,6,5,107
143,8,2,108
144,18,5,109
145,16,37,110
146,5,5,111
147,9,2,112
148,6,1,113
149,3,4,114
150,10,8,115
151,34,7,116
152,11,14,117
153,24,8,118
154,9,8,119
155,6,7,120
156,48,9,121
157,11,6,122
158,2,6,123
159,1,3,124
160,9,6,124
161,93,14,124
162,11,3,124
163,6,12,125
164,31,9,126
165,8,3,127
166,16,44,128
167,9,19,129
168,2,9,130
169,3,3,130
170,2,12,130
171,2,7,131
172,21,9,132
173,12,8,133
174,5,17,134
175,26,37,135
176,13,3,136
177,13,11,137
178,8,5,138
179,6,6,139
180,7,47,140
181,16,41,141
182,6,6,142
183,17,4,143
184,22,10,144
185,15,50,145
186,11,51,146
187,27,61,147
188,5,3,148
189,93,18,149
190,32,5,150
191,53,28,151
192,9,5,152
193,38,22,153
194,10,56,154
195,8,2,155
196,13,5,156
