ID,WIDTH,HEIGHT,GROUP
0,18,11,0
1,33,11,1
2,12,45,2
3,11,37,3
4,36,56,4
5,14,9,5
6,32,18,6
7,16,51,7
8,22,92,8
9,55,28,9
10,32,13,10
11,76,35,11
12,7,42,11
13,17,3,11
14,30,11,12
15,37,102,13
16,35,46,14
17,12,15,14
18,25,11,15
19,60,9,16
20,45,19,16
21,31,20,16
22,19,8,17
23,5,30,18
24,20,28,18
25,22,8,18
26,51,75,18
27,25,5,18
28,54,27,19
29,41,6,20
30,7,29,21
31,10,8,22
32,13,10,23
33,50,37,24
34,56,18,25
35,5,2,26
36,5,26,27
37,17,13,28
38,71,38,29
39,27,23,30
40,46,15,31
41,37,32,32
42,36,10,33
43,31,12,34
44,22,5,35
45,109,16,36
46,40,18,36
47,15,32,37
48,27,18,38
