        40       100       100
      2600        40        65         1
      1800        45        40         1
      4692        69        68         1
      2769        71        39         1
      2080        65        32         1
      2419        59        41         1
      2257        61        37         1
      3233        53        61         1
      2010        67        30         1
      5041        71        71         1
      3968        62        64         1
      4514        74        61         1
       899        29        31         1
      4002        58        69         1
      1700        68        25         1
      2542        41        62         1
      3774        74        51         1
      2604        62        42         1
      3096        43        72         1
      1794        39        46         1
      2847        39        73         1
       864        32        27         1
      5254        74        71         1
      2210        34        65         1
      1540        44        35         1
      1792        64        28         1
      3404        74        46         1
      1512        42        36         1
      2496        48        52         1
      2840        71        40         1
      2046        66        31         1
      3224        62        52         1
      2700        45        60         1
      2146        58        37         1
      4278        69        62         1
      1025        25        41         1
      2652        52        51         1
      3710        70        53         1
      2268        63        36         1
      1829        59        31         1
