        40       100       100
      2546        38        67         1
      1344        48        28         1
      3584        56        64         1
      4514        74        61         1
      1764        42        42         1
      2806        61        46         1
       990        30        33         1
      3060        51        60         1
      1995        35        57         1
      1470        42        35         1
      2405        37        65         1
      3538        61        58         1
      2112        66        32         1
      2976        48        62         1
      1155        33        35         1
      2664        37        72         1
      2262        58        39         1
      1400        35        40         1
      1872        48        39         1
      1825        73        25         1
      2128        38        56         1
      1092        42        26         1
      3498        53        66         1
      1040        26        40         1
      1540        55        28         1
      1960        49        40         1
      4672        64        73         1
      2914        47        62         1
      1536        48        32         1
      2970        45        66         1
      2340        39        60         1
      3933        69        57         1
      2009        49        41         1
      1701        63        27         1
      3648        64        57         1
      2655        59        45         1
      3528        72        49         1
      1287        33        39         1
      1404        26        54         1
      2288        44        52         1
