        40       100       100
       875        25        35         1
      3150        45        70         1
      1620        36        45         1
      1260        35        36         1
      1798        29        62         1
      3692        52        71         1
      1568        32        49         1
      3479        49        71         1
      1728        48        36         1
      2772        66        42         1
      4761        69        69         1
      1798        31        58         1
      1827        29        63         1
      1872        52        36         1
      4161        73        57         1
      3976        71        56         1
       910        35        26         1
      2256        48        47         1
      3504        48        73         1
      1550        25        62         1
      2450        35        70         1
      1890        63        30         1
      1974        42        47         1
       837        27        31         1
      1305        29        45         1
      1995        35        57         1
      1508        58        26         1
      2414        71        34         1
      3588        69        52         1
      2655        59        45         1
      2378        58        41         1
      2360        59        40         1
      2940        70        42         1
      1782        27        66         1
      3402        54        63         1
      4176        58        72         1
      3776        59        64         1
      1224        36        34         1
      1050        42        25         1
      1700        34        50         1
