        40       100       100
      1798        29        62         1
      2482        34        73         1
      3685        55        67         1
      3498        53        66         1
      1702        37        46         1
      1920        30        64         1
      3312        72        46         1
      1512        56        27         1
      2450        49        50         1
      3172        61        52         1
      1170        45        26         1
      2800        70        40         1
      1620        36        45         1
      2701        73        37         1
      3685        55        67         1
      1517        41        37         1
      2296        41        56         1
      2925        45        65         1
      1044        36        29         1
       950        38        25         1
      1550        62        25         1
      2346        34        69         1
      1911        39        49         1
      1922        62        31         1
      5032        74        68         1
      2880        72        40         1
      2331        37        63         1
      1700        68        25         1
      1558        41        38         1
      1134        42        27         1
      2760        69        40         1
      3976        56        71         1
      3456        72        48         1
      3900        60        65         1
      1560        30        52         1
      1456        28        52         1
      2135        61        35         1
       780        26        30         1
      3150        45        70         1
      1860        60        31         1
