        30       100       100
       348        12        29         1
      1584        33        48         1
      1296        48        27         1
       231        21        11         1
      1122        34        33         1
      1032        24        43         1
      1075        25        43         1
       820        20        41         1
       744        31        24         1
       552        24        23         1
      2160        45        48         1
       910        35        26         1
       702        26        27         1
      1551        47        33         1
       460        23        20         1
       950        38        25         1
       936        26        36         1
       494        38        13         1
       450        10        45         1
      1080        24        45         1
      1156        34        34         1
       816        48        17         1
       516        43        12         1
      1225        35        35         1
       624        39        16         1
      1421        29        49         1
       475        25        19         1
       735        21        35         1
       572        44        13         1
       456        38        12         1
