        30       100       100
       658        14        47         1
      1800        40        45         1
       442        26        17         1
       230        10        23         1
      1840        40        46         1
       752        47        16         1
       216        18        12         1
       330        15        22         1
       255        15        17         1
       360        12        30         1
      1748        46        38         1
      1488        31        48         1
      1200        40        30         1
       360        18        20         1
      1012        22        46         1
       918        27        34         1
       330        15        22         1
       882        49        18         1
      1260        45        28         1
      1225        35        35         1
       286        13        22         1
       925        25        37         1
       555        37        15         1
       588        42        14         1
       588        42        14         1
       468        12        39         1
       680        20        34         1
       374        17        22         1
       460        46        10         1
       686        49        14         1
