        30       100       100
      1131        29        39         1
      1584        48        33         1
       544        34        16         1
      1020        30        34         1
      1280        40        32         1
       560        14        40         1
       459        17        27         1
       680        40        17         1
      1232        44        28         1
      2115        45        47         1
       684        38        18         1
       832        26        32         1
       779        41        19         1
       280        28        10         1
       768        24        32         1
       330        30        11         1
      2303        47        49         1
       312        26        12         1
      1927        41        47         1
       714        34        21         1
       837        31        27         1
       880        44        20         1
      1248        39        32         1
      1710        38        45         1
      1221        37        33         1
      1152        48        24         1
       352        11        32         1
       702        39        18         1
       273        21        13         1
      1360        40        34         1
