        30       100       100
       686        14        49         1
      1078        49        22         1
      1134        27        42         1
       588        14        42         1
       528        12        44         1
      1680        40        42         1
      1360        40        34         1
      1890        42        45         1
       820        41        20         1
      1066        26        41         1
       962        37        26         1
       595        35        17         1
       870        30        29         1
       144        12        12         1
       473        11        43         1
       165        11        15         1
       792        33        24         1
       900        25        36         1
       728        28        26         1
      1406        38        37         1
       528        11        48         1
       160        16        10         1
       644        14        46         1
       784        49        16         1
       828        46        18         1
      1505        43        35         1
       735        15        49         1
       675        27        25         1
      1232        28        44         1
       925        37        25         1
