        30       100       100
       496        31        16         1
      1258        37        34         1
      1568        49        32         1
      1911        49        39         1
       360        30        12         1
       645        43        15         1
       567        21        27         1
       608        16        38         1
      1092        28        39         1
       330        30        11         1
      2162        47        46         1
       925        25        37         1
      1184        37        32         1
       943        41        23         1
       798        21        38         1
       777        21        37         1
       252        14        18         1
       754        29        26         1
      1081        23        47         1
       980        35        28         1
       966        42        23         1
       840        24        35         1
       720        24        30         1
       627        19        33         1
       722        38        19         1
      1023        33        31         1
      1353        41        33         1
       360        24        15         1
      1440        40        36         1
       600        25        24         1
