        30       100       100
      1058        46        23         1
       918        34        27         1
       988        38        26         1
      1175        25        47         1
      1890        45        42         1
       517        11        47         1
       700        25        28         1
       546        21        26         1
       972        27        36         1
       182        14        13         1
      1035        45        23         1
       532        14        38         1
       550        22        25         1
       475        25        19         1
      1147        31        37         1
       247        19        13         1
      1680        48        35         1
      1680        40        42         1
       697        41        17         1
       288        18        16         1
      1274        26        49         1
       506        23        22         1
       690        15        46         1
       992        32        31         1
       288        12        24         1
      1296        27        48         1
       518        14        37         1
      1672        38        44         1
       690        15        46         1
       588        14        42         1
