        50       100       100
      2040        34        60         1
      3658        62        59         1
       990        30        33         4
      1485        45        33         1
      1480        40        37         1
      3180        53        60         1
      2205        49        45         3
      2166        38        57         1
      1160        29        40         5
      2304        32        72         2
      1591        43        37         2
      1276        44        29         3
      2035        37        55         2
      2911        71        41         2
      3850        55        70         1
      1595        29        55         2
      2272        32        71         3
       728        26        28         8
      4047        71        57         1
      2346        69        34         1
      1809        67        27         1
      3392        53        64         1
      2898        63        46         1
      1593        59        27         1
      2340        39        60         2
      2442        66        37         1
      1683        33        51         1
       810        27        30         4
      2832        48        59         2
      2880        45        64         1
      3300        60        55         1
      1887        51        37         1
      1891        61        31         1
      5402        74        73         1
      3720        62        60         1
      3752        56        67         1
      4554        69        66         1
      1120        40        28         3
       975        25        39         4
      1540        35        44         4
      3186        54        59         1
      3657        69        53         1
      1645        47        35         2
      1656        46        36         1
      1568        28        56         3
      1739        37        47         4
      2112        48        44         2
      2139        31        69         2
      1312        41        32         1
      1806        43        42         2
