        50       100       100
      1482        39        38         3
      4958        74        67         1
      4757        67        71         1
      2343        71        33         3
      1240        40        31         2
      1400        25        56         1
      3990        57        70         1
      1122        33        34         3
      1798        58        31         1
      2501        41        61         2
      1428        51        28         3
      1568        56        28         3
      4608        64        72         1
      2030        58        35         1
      2701        37        73         1
      3942        54        73         1
      2754        51        54         1
      1701        63        27         1
      1512        28        54         1
      1690        26        65         1
      1725        69        25         3
      1296        27        48         1
      1488        48        31         4
      1056        32        33         8
      4608        72        64         1
      1798        31        58         3
      3408        71        48         2
      1312        32        41         3
      1302        31        42         1
      1500        60        25         1
      1092        42        26         1
      1152        36        32         4
      4402        71        62         1
       950        38        25         6
      2584        38        68         1
      1770        30        59         1
      2714        46        59         2
      3100        62        50         1
      1184        37        32         5
      2340        45        52         2
      2508        66        38         1
      1568        28        56         1
      2814        67        42         1
       806        26        31         9
      4970        70        71         1
      1749        33        53         1
      2982        42        71         2
      4380        73        60         1
      1656        36        46         3
      3692        71        52         1
