        50       100       100
      1508        58        26         1
      3763        71        53         1
      2014        38        53         1
      2340        36        65         2
      2376        33        72         3
      2714        46        59         2
      3304        59        56         1
      4071        69        59         1
      1302        31        42         2
      1815        55        33         3
      1377        51        27         1
      3111        61        51         1
      2948        44        67         2
      4189        59        71         1
      2277        69        33         2
      5041        71        71         1
      1643        31        53         1
      2108        68        31         2
      1025        25        41         4
      1728        32        54         2
      2640        48        55         1
      5180        70        74         1
      2046        33        62         2
      2714        59        46         1
       806        26        31         7
      4209        69        61         1
      1242        46        27         1
       999        27        37         5
      2310        66        35         1
      1190        34        35         2
      2597        49        53         1
      1512        36        42         1
      3315        65        51         1
      1914        58        33         2
      2236        43        52         2
      1705        55        31         2
      3782        61        62         1
      3000        50        60         2
      2318        61        38         2
      2256        47        48         3
      3922        53        74         1
      2491        53        47         1
      3339        63        53         1
      2280        38        60         2
      2294        37        62         2
      2912        56        52         1
      1260        30        42         2
      1400        50        28         4
      1767        57        31         3
      2432        38        64         2
