        50       100       100
      2442        66        37         1
      3710        53        70         1
      2142        42        51         1
      1825        73        25         1
      3330        45        74         2
      1612        26        62         3
      1800        50        36         2
      1782        54        33         1
      2752        64        43         1
      2068        44        47         4
      2050        41        50         2
      1770        30        59         1
      3015        45        67         1
      4331        61        71         1
      4221        67        63         1
      1664        32        52         3
      1829        59        31         1
      1591        37        43         1
      2968        56        53         1
      2160        30        72         3
      2948        44        67         1
       864        27        32         8
      2970        66        45         2
      2254        49        46         4
      5032        74        68         1
      2124        36        59         1
      2856        51        56         1
      3819        67        57         1
      1932        42        46         3
      1813        49        37         3
      3127        59        53         1
      4402        71        62         1
      2880        60        48         1
      1204        43        28         6
      2597        49        53         2
      3420        57        60         1
      1560        26        60         2
      2915        55        53         1
      1430        26        55         3
      2562        42        61         1
      2880        60        48         2
      1350        50        27         6
      2295        45        51         1
      1914        58        33         1
      1118        26        43         2
      2120        40        53         1
       972        27        36         3
      2340        45        52         1
      2590        70        37         2
      2744        56        49         2
