        50       100       100
      3965        61        65         1
      2976        48        62         1
      2068        44        47         1
      3360        70        48         1
      1404        36        39         3
      5112        72        71         1
      2728        62        44         1
      4964        73        68         1
      3190        55        58         1
      4485        65        69         1
      2400        50        48         1
      1593        59        27         3
      2556        36        71         1
      1482        38        39         3
      1380        46        30         6
      2788        68        41         2
      2555        35        73         2
      4485        65        69         1
      4288        64        67         1
      3256        74        44         2
      3900        60        65         1
      1000        25        40         5
      4970        70        71         1
      3248        58        56         1
      2414        71        34         2
      2898        69        42         2
      2442        33        74         2
      2135        35        61         2
      2496        48        52         2
      2730        65        42         2
      2590        74        35         2
      4160        64        65         1
      1950        39        50         4
      3520        64        55         1
      2160        54        40         2
      1440        36        40         3
      3996        54        74         1
      2209        47        47         4
      1122        34        33         6
      3038        49        62         2
      1334        29        46         1
      1891        61        31         1
      1677        43        39         1
      2580        43        60         2
      2754        54        51         1
      1500        60        25         3
      2738        37        74         1
      4736        64        74         1
      4200        70        60         1
      1624        58        28         1
