        40       100       100
      2100        50        42         3
      1350        54        25         3
      2352        49        48         3
      3306        57        58         1
      1378        53        26         1
      1900        38        50         2
      5180        74        70         1
      3224        52        62         1
      2130        30        71         3
      2583        41        63         2
      5110        73        70         1
      3120        52        60         1
      2736        72        38         1
      2704        52        52         1
      3392        53        64         1
      1316        28        47         6
      2728        62        44         2
      3692        52        71         1
      1419        43        33         4
      2156        49        44         4
      2178        33        66         1
      3312        69        48         1
      1518        46        33         1
      1540        44        35         4
      1518        46        33         2
      3392        64        53         1
      1798        62        29         1
      1300        50        26         5
      3692        52        71         1
      1444        38        38         3
      2480        62        40         1
      3596        58        62         1
      2772        66        42         2
      1404        26        54         3
      1656        46        36         4
      1690        26        65         2
      2852        62        46         2
      1750        50        35         2
      1944        36        54         1
      2982        42        71         1
