        40       100       100
      4485        69        65         1
      2482        34        73         1
      2108        62        34         2
      3626        74        49         2
      3285        73        45         2
      1296        48        27         5
      2115        47        45         2
      3015        45        67         2
      2303        47        49         1
      1496        44        34         1
      2650        53        50         1
      2340        36        65         1
       728        28        26         5
      3498        66        53         1
      1960        40        49         3
      4690        67        70         1
      1479        29        51         1
      1742        26        67         2
      1040        26        40         6
      1020        30        34         4
      1248        32        39         1
      1598        47        34         1
      1647        61        27         3
      1820        65        28         3
      3294        61        54         1
      3528        63        56         1
       899        31        29         6
      2220        37        60         2
      2277        69        33         3
      2499        49        51         2
      1804        41        44         2
      1326        34        39         2
      2322        54        43         1
      3904        64        61         1
      2562        42        61         2
      2322        43        54         2
      2256        48        47         2
      3640        65        56         1
      2838        66        43         2
      2679        57        47         2
