        40       100       100
      2236        52        43         2
       957        29        33         2
      3744        52        72         1
      2146        74        29         3
      2738        74        37         1
      1728        32        54         1
      3111        61        51         1
      1792        32        56         2
      3432        52        66         1
      1824        57        32         3
      2310        70        33         2
      1088        32        34         2
      1287        33        39         4
      1512        36        42         1
      4958        74        67         1
       945        35        27         2
      3519        51        69         1
      2074        34        61         2
      1456        52        28         2
      3904        61        64         1
      1350        27        50         6
      1755        65        27         2
      1645        47        35         1
      3819        67        57         1
      2850        50        57         2
      4140        60        69         1
      3102        66        47         2
      3120        48        65         1
      2408        56        43         1
      2700        45        60         1
      2312        34        68         1
      2000        40        50         2
      1290        43        30         6
      1188        36        33         5
       700        28        25         7
      4830        70        69         1
      2679        47        57         2
      1770        30        59         2
      4161        57        73         1
      3700        74        50         1
