        40       100       100
      1595        55        29         3
      2080        52        40         2
      1216        38        32         4
      1634        38        43         2
      2457        39        63         1
      2501        61        41         2
      2482        34        73         1
      1444        38        38         2
      2832        59        48         2
      4080        60        68         1
      1150        25        46         2
      2204        38        58         1
       810        30        27         2
      3700        74        50         1
      2730        39        70         2
      2590        37        70         2
      3660        60        61         1
      4087        67        61         1
      3600        72        50         1
      1728        54        32         1
      3066        73        42         1
      4480        64        70         1
      1276        29        44         5
      3763        71        53         1
      2484        54        46         2
       750        25        30         8
      1378        53        26         3
      2842        58        49         1
      2808        54        52         1
       918        34        27         5
      3120        65        48         1
      1984        32        62         3
      1350        54        25         4
      2990        65        46         2
      2100        50        42         2
      1575        25        63         2
      4292        74        58         1
      1722        41        42         3
      1521        39        39         1
      5254        74        71         1
