        40       100       100
      1775        25        71         1
      1440        36        40         3
      2795        43        65         1
      2470        65        38         2
      1740        29        60         1
      2992        68        44         2
      4420        68        65         1
      2275        35        65         2
       928        32        29         9
      1620        36        45         1
      1404        36        39         2
      3904        64        61         1
      1305        45        29         1
      1247        43        29         2
      2520        72        35         2
       988        26        38         6
      1820        35        52         2
      1620        30        54         3
      1740        58        30         3
      1665        45        37         2
      2220        60        37         1
       986        34        29         6
      1008        28        36         1
      1749        33        53         2
      2310        42        55         1
      4672        64        73         1
      1408        44        32         3
      2340        39        60         1
      3752        67        56         1
      1421        49        29         4
      1656        46        36         4
      2091        41        51         2
      1769        61        29         3
      1755        65        27         1
      1739        37        47         3
      1674        27        62         1
      4060        58        70         1
      2856        68        42         2
       930        30        31         7
      4420        65        68         1
