        40       100       100
      4070        55        74         1
      2553        37        69         1
      1696        53        32         3
      2346        34        69         2
      2706        41        66         1
      1711        59        29         1
      1350        27        50         6
      3721        61        61         1
      1800        30        60         3
      1365        39        35         4
      3015        67        45         1
      2464        56        44         2
      2950        50        59         1
      1260        35        36         4
      2279        53        43         2
      3720        62        60         1
      1596        38        42         3
       961        31        31         4
      3960        60        66         1
      1472        32        46         5
      1682        29        58         3
      2590        74        35         1
      4422        67        66         1
      3360        60        56         1
      2412        36        67         1
      1300        52        25         2
      3484        52        67         1
      1682        58        29         3
      2257        37        61         2
      3456        48        72         2
      1820        35        52         1
      1782        27        66         3
      3350        50        67         2
      1980        60        33         2
      3408        71        48         1
      1650        50        33         1
      2072        74        28         2
      1920        30        64         3
      2130        30        71         3
       806        31        26         5
