        20       100       100
      1715        35        49         4
      1848        42        44         3
      1711        59        29         4
      1848        42        44         1
      1125        25        45         1
      3420        60        57         4
      1125        45        25         1
      3472        62        56         4
      1924        37        52         1
      3696        66        56         3
      2583        63        41         3
      2356        38        62         4
      3456        72        48         3
      2464        44        56         2
      1204        43        28         4
      3024        42        72         1
      3965        65        61         1
       962        26        37         1
      2640        60        44         1
      1350        30        45         4
