        20       100       100
      3762        57        66         1
      1274        26        49         2
      1653        29        57         4
      3660        60        61         2
      2450        70        35         1
      4402        62        71         4
      3358        46        73         4
      3408        71        48         4
      3078        57        54         3
      2709        43        63         4
      1856        64        29         4
      2703        51        53         3
      1440        30        48         1
      4284        63        68         3
      3888        72        54         1
      2064        43        48         3
      1800        40        45         4
      2948        44        67         1
      4070        74        55         1
      1656        36        46         2
