        20       100       100
      3575        65        55         3
      1520        38        40         2
      4071        59        69         4
      3248        56        58         4
      4488        66        68         4
      1296        48        27         2
      2257        61        37         1
      1015        29        35         4
      1330        35        38         3
      4958        67        74         3
      3008        64        47         1
      1620        54        30         4
      2257        61        37         4
      2698        71        38         3
      2880        45        64         3
      1920        32        60         2
      2911        41        71         4
      2968        53        56         2
      2040        30        68         4
      2232        72        31         2
