        20       100       100
      1435        41        35         3
      4340        70        62         4
      1702        46        37         3
      2679        47        57         3
      1944        27        72         3
      3478        74        47         4
       999        37        27         4
      3240        45        72         4
      4488        66        68         1
      2420        55        44         1
      2117        73        29         4
      3009        59        51         2
      1950        30        65         4
      2738        74        37         4
      2450        49        50         1
       840        30        28         3
      4144        56        74         4
      1350        50        27         1
      1886        41        46         1
      4757        71        67         1
