        20       100       100
      4672        73        64         3
      3417        67        51         1
      2400        50        48         2
      1170        26        45         1
      2108        34        62         3
      2408        56        43         3
      3672        54        68         4
      1885        65        29         2
      5254        74        71         2
      1908        53        36         1
      1890        45        42         2
      2565        45        57         1
      2279        43        53         4
      2120        40        53         4
      3212        73        44         3
      4290        65        66         2
      1976        38        52         3
      1932        42        46         2
      2200        55        40         3
      1519        31        49         1
