        20       100       100
      3304        56        59         1
       700        28        25         4
      2886        74        39         4
      2613        39        67         3
      3120        65        48         4
      2928        48        61         1
      2415        69        35         3
      2907        51        57         4
      2376        66        36         1
      3172        61        52         3
      1792        32        56         4
       800        32        25         1
      2378        41        58         4
      2760        46        60         4
      2627        71        37         3
      3220        70        46         2
      3358        73        46         3
      1665        37        45         2
      1640        40        41         2
      4896        72        68         3
