ID,WIDTH,HEIGHT,GROUP
0,3,1,0
1,5,11,0
2,3,2,0
3,7,2,1
4,3,7,1
5,6,12,2
6,4,8,2
7,8,8,2
8,3,8,2
9,2,6,2
10,4,10,2
11,7,12,3
12,2,3,3
13,1,8,3
14,1,9,4
15,7,8,4
16,1,11,5
17,4,3,5
18,6,7,5
19,4,5,5
20,4,11,6
21,8,2,7
22,8,3,8
23,7,7,9
24,2,11,9
25,6,8,10
26,6,8,11
27,3,4,11
28,4,8,11
29,7,4,11
30,7,11,11
31,3,8,12
32,4,2,12
33,2,5,13
34,5,11,13
35,2,9,14
36,3,1,14
37,7,12,15
38,4,11,16
39,3,11,17
40,4,11,17
41,6,12,17
42,6,2,17
43,5,10,18
44,8,12,19
45,7,1,19
46,4,5,19
47,5,8,19
48,3,11,19
49,6,5,20
50,3,12,20
51,8,7,21
52,5,6,21
53,1,3,21
54,7,12,22
55,3,3,22
56,6,3,23
57,5,11,23
58,3,10,23
59,8,3,24
60,2,1,24
61,6,11,25
62,1,4,25
63,7,10,25
64,2,7,25
65,1,9,26
66,1,1,26
67,2,9,26
68,7,4,27
69,3,7,27
70,5,1,27
71,8,9,28
72,3,10,29
73,3,10,29
74,8,11,29
75,4,10,29
76,8,8,30
77,4,10,30
78,4,5,31
79,8,4,31
