ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2613,67,39,3
1,2345,67,35,3
2,1768,34,52,2
3,4662,74,63,2
4,800,32,25,1
5,4020,67,60,2
6,4070,74,55,4
7,2450,49,50,3
8,3366,51,66,3
9,3300,66,50,3
10,1122,34,33,4
11,2124,36,59,3
12,4032,72,56,3
13,1537,29,53,3
14,2124,36,59,2
15,1350,54,25,3
16,2944,46,64,1
17,2769,71,39,1
18,1134,42,27,1
19,899,29,31,1
20,1326,51,26,2
21,1590,30,53,2
22,3358,73,46,3
23,1700,68,25,4
24,1932,28,69,1
25,1144,44,26,1
26,4092,66,62,3
27,2400,60,40,3
28,3162,51,62,1
29,1736,31,56,4
30,1230,41,30,2
31,4896,72,68,4
32,2176,64,34,2
33,2553,37,69,4
34,3540,60,59,1
35,1275,51,25,2
36,4270,70,61,3
37,2590,74,35,1
38,980,35,28,2
39,4692,68,69,4
