ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1674,31,54,3
1,1620,36,45,1
2,1612,31,52,4
3,2156,44,49,3
4,2624,41,64,1
5,1749,53,33,3
6,1960,49,40,1
7,4662,74,63,3
8,3162,51,62,3
9,960,32,30,2
10,3128,68,46,4
11,1560,60,26,3
12,2068,47,44,4
13,4453,73,61,4
14,3536,52,68,3
15,1995,35,57,1
16,2211,67,33,2
17,1480,40,37,4
18,1711,59,29,3
19,2278,34,67,1
20,2580,43,60,4
21,2256,47,48,1
22,1769,61,29,3
23,2832,48,59,3
24,1920,30,64,2
25,3304,59,56,2
26,4307,73,59,4
27,4060,58,70,1
28,784,28,28,1
29,1980,44,45,4
30,3834,71,54,1
31,1820,52,35,3
32,2242,38,59,3
33,2838,66,43,2
34,1470,30,49,2
35,3240,45,72,3
36,1431,27,53,4
37,2040,60,34,2
38,992,31,32,3
39,1794,39,46,3
