ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1440,48,30,1
1,3618,54,67,4
2,3380,52,65,2
3,4026,61,66,2
4,2520,72,35,3
5,1240,31,40,3
6,1836,34,54,1
7,1628,37,44,1
8,3477,61,57,4
9,2106,54,39,2
10,1392,29,48,1
11,3528,49,72,3
12,4047,71,57,2
13,1677,43,39,2
14,4284,63,68,3
15,3212,73,44,1
16,2970,54,55,1
17,3763,53,71,4
18,1584,44,36,3
19,2700,54,50,4
20,2850,57,50,3
21,2793,57,49,3
22,3213,51,63,3
23,3685,55,67,4
24,2340,65,36,3
25,1000,40,25,2
26,1534,26,59,1
27,2016,32,63,1
28,2090,38,55,3
29,725,29,25,1
30,4070,74,55,3
31,1984,31,64,3
32,868,31,28,2
33,1767,57,31,4
34,2040,68,30,3
35,1820,35,52,3
36,2405,37,65,1
37,2162,47,46,3
38,3096,43,72,1
39,1064,28,38,1
