ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4347,69,63,1
1,1568,32,49,2
2,2295,45,51,2
3,2744,56,49,4
4,1804,44,41,1
5,1221,37,33,3
6,3692,52,71,2
7,1375,25,55,1
8,2556,36,71,4
9,1189,29,41,2
10,2950,59,50,1
11,2130,30,71,3
12,1020,34,30,2
13,1728,54,32,1
14,4292,74,58,1
15,1769,61,29,3
16,1917,71,27,2
17,3808,56,68,4
18,1836,34,54,4
19,3128,68,46,4
20,2555,73,35,1
21,1410,30,47,3
22,2368,64,37,4
23,3008,47,64,1
24,3564,66,54,3
25,3933,57,69,2
26,2109,57,37,4
27,1530,51,30,2
28,1898,26,73,4
29,2499,51,49,2
30,2944,64,46,4
31,4599,73,63,1
32,1599,39,41,1
33,4292,58,74,1
34,3672,54,68,4
35,3264,64,51,3
36,700,25,28,2
37,3450,50,69,2
38,2277,69,33,3
39,1767,31,57,4
