ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2484,36,69,2
1,2184,39,56,1
2,2537,43,59,3
3,702,27,26,2
4,2730,39,70,3
5,800,25,32,1
6,3180,53,60,1
7,3000,50,60,1
8,4160,65,64,2
9,3149,47,67,3
10,1725,69,25,2
11,1156,34,34,3
12,1323,49,27,1
13,1700,34,50,2
14,952,34,28,3
15,2709,63,43,4
16,2242,59,38,2
17,2993,41,73,4
18,3080,56,55,3
19,2080,40,52,4
20,2808,72,39,1
21,957,33,29,4
22,1295,35,37,4
23,957,33,29,2
24,1813,37,49,2
25,2928,61,48,2
26,2052,57,36,1
27,2072,28,74,3
28,2860,44,65,2
29,3654,63,58,3
30,1650,55,30,4
31,3723,73,51,3
32,875,35,25,4
33,1701,27,63,1
34,2376,54,44,1
35,2052,38,54,1
36,2176,32,68,3
37,3182,74,43,4
38,2967,69,43,1
39,961,31,31,3
