ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2106,39,54,3
1,1720,40,43,3
2,1980,45,44,2
3,1890,35,54,1
4,2650,53,50,1
5,1457,31,47,2
6,900,25,36,2
7,2080,52,40,1
8,2080,65,32,4
9,1598,34,47,4
10,1269,27,47,2
11,2976,48,62,2
12,2014,53,38,2
13,2880,64,45,2
14,4884,74,66,3
15,2508,38,66,3
16,1976,52,38,1
17,850,34,25,3
18,2409,73,33,2
19,2688,48,56,3
20,2100,30,70,1
21,1850,50,37,1
22,2035,55,37,3
23,2773,59,47,3
24,3283,49,67,1
25,2968,53,56,4
26,2304,32,72,1
27,2565,57,45,3
28,1952,32,61,1
29,1656,46,36,2
30,2444,47,52,3
31,3456,54,64,3
32,3551,67,53,4
33,1776,37,48,3
34,3150,50,63,3
35,2520,36,70,1
36,1568,28,56,1
37,1200,48,25,1
38,2646,54,49,1
39,2379,39,61,1
