ID,PROFIT,WIDTH,HEIGHT,COPIES
0,972,27,36,2
1,4248,59,72,1
2,2116,46,46,1
3,2223,57,39,3
4,2176,64,34,2
5,1568,49,32,2
6,1530,34,45,3
7,4453,73,61,2
8,3162,62,51,2
9,1008,36,28,1
10,2464,56,44,3
11,1462,43,34,1
12,1350,50,27,3
13,1952,32,61,1
14,1776,48,37,2
15,1410,30,47,1
16,1200,40,30,1
17,4095,65,63,4
18,2600,65,40,4
19,2970,55,54,4
20,2160,72,30,2
21,2891,49,59,2
22,1885,65,29,1
23,2295,51,45,4
24,945,35,27,3
25,2112,44,48,2
26,896,28,32,4
27,3762,66,57,3
28,1971,73,27,1
29,2907,57,51,1
30,1015,35,29,1
31,3960,66,60,1
32,1980,55,36,1
33,1980,55,36,2
34,3080,55,56,3
35,3960,66,60,4
36,3136,56,56,3
37,4118,58,71,3
38,4899,69,71,2
39,3053,71,43,4
