ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1292,34,38,1
1,2990,65,46,1
2,4824,72,67,4
3,3848,74,52,4
4,1739,47,37,1
5,870,29,30,4
6,2970,66,45,3
7,2622,38,69,4
8,2496,48,52,4
9,1806,43,42,3
10,1394,34,41,4
11,2948,44,67,4
12,1566,27,58,1
13,2745,61,45,4
14,3330,45,74,2
15,2479,37,67,1
16,3010,43,70,4
17,1638,39,42,1
18,3550,71,50,4
19,3920,70,56,2
20,2442,66,37,1
21,1888,32,59,3
22,2666,43,62,3
23,2842,49,58,4
24,2948,44,67,3
25,1683,51,33,4
26,2210,65,34,1
27,3960,72,55,4
28,4556,67,68,4
29,2160,54,40,1
30,1880,40,47,3
31,1485,45,33,3
32,2394,42,57,3
33,1275,25,51,3
34,3074,58,53,1
35,3660,60,61,3
36,2142,51,42,1
37,3944,58,68,2
38,2409,73,33,4
39,3186,54,59,1
