ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1054,31,34,1
1,1100,25,44,1
2,1056,32,33,4
3,1764,42,42,2
4,2280,57,40,3
5,2583,63,41,1
6,2108,68,31,1
7,3024,54,56,3
8,2448,36,68,1
9,1998,74,27,4
10,1470,49,30,1
11,2418,62,39,2
12,1950,65,30,3
13,3224,62,52,1
14,2750,50,55,2
15,1450,58,25,2
16,1404,26,54,4
17,3528,56,63,3
18,1476,41,36,2
19,1564,34,46,1
20,1476,36,41,4
21,899,29,31,4
22,1850,25,74,2
23,2401,49,49,2
24,1152,36,32,1
25,1632,32,51,4
26,4278,69,62,4
27,1785,51,35,2
28,4278,69,62,3
29,2418,39,62,3
30,4221,67,63,1
31,2852,46,62,3
32,1596,42,38,3
33,2482,34,73,1
34,1300,50,26,3
35,1802,34,53,2
36,2650,50,53,2
37,2072,37,56,4
38,1984,64,31,1
39,3906,62,63,4
