ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1960,40,49,2
1,3306,58,57,3
2,2592,72,36,4
3,1650,33,50,3
4,4662,63,74,3
5,2160,48,45,2
6,1485,55,27,1
7,1794,69,26,2
8,4047,71,57,1
9,1640,40,41,2
10,1140,38,30,4
11,1479,51,29,3
12,3212,73,44,1
13,4680,72,65,4
14,1728,54,32,1
15,3477,61,57,1
16,1702,46,37,1
17,2145,65,33,1
18,2350,50,47,2
19,2703,51,53,2
20,2294,37,62,2
21,1189,29,41,1
22,4536,72,63,3
23,2142,63,34,1
24,2028,39,52,4
25,2312,34,68,2
26,4020,60,67,3
27,1530,51,30,4
28,3650,50,73,4
29,1656,36,46,3
30,3575,65,55,4
31,4015,73,55,4
32,2365,55,43,4
33,3350,50,67,3
34,1296,27,48,2
35,3869,53,73,1
36,3102,66,47,3
37,2756,52,53,3
38,4473,71,63,3
39,3621,71,51,4
