ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3640,56,65,2
1,2059,71,29,2
2,1932,69,28,3
3,3762,57,66,4
4,2695,55,49,1
5,2088,72,29,2
6,2100,50,42,3
7,4968,69,72,1
8,2028,39,52,4
9,800,32,25,3
10,2142,51,42,1
11,2665,41,65,1
12,3315,51,65,4
13,2415,69,35,3
14,2911,71,41,2
15,2668,58,46,2
16,2107,43,49,1
17,2016,63,32,4
18,1408,32,44,3
19,1764,49,36,2
20,3510,54,65,4
21,5180,70,74,4
22,3240,60,54,2
23,3650,73,50,1
24,1372,49,28,4
25,3456,48,72,4
26,2068,44,47,1
27,2924,43,68,1
28,4830,69,70,4
29,1932,28,69,3
30,3808,56,68,2
31,3835,59,65,2
32,1953,31,63,2
33,3968,62,64,1
34,1674,54,31,3
35,3477,61,57,3
36,3328,64,52,1
37,2538,54,47,4
38,1652,28,59,4
39,2555,35,73,1
