ID,WIDTH,HEIGHT
0,6,9
1,3,4
2,9,5
3,10,2
4,5,7
5,6,5
6,9,6
7,3,1
8,9,6
9,4,10
10,6,5
11,8,7
12,4,5
13,5,10
14,2,9
15,10,10
16,10,6
17,2,2
18,2,6
19,10,2
20,7,5
21,9,3
22,5,9
23,8,9
24,2,10
25,7,7
26,4,3
27,10,8
28,3,5
29,6,8
30,4,6
31,6,3
32,4,3
33,4,5
34,4,2
35,7,9
36,9,5
37,7,2
38,6,6
39,9,5
40,7,2
41,10,3
42,5,6
43,1,3
44,10,1
45,7,7
46,2,5
47,6,9
48,5,9
49,8,7
50,7,8
51,8,1
52,9,9
53,3,8
54,6,5
55,6,3
56,6,8
57,10,8
58,9,7
59,4,8
60,10,2
61,7,1
62,7,10
63,5,7
64,1,6
65,6,1
66,6,3
67,10,1
68,1,4
69,3,8
70,5,8
71,1,7
72,5,5
73,6,4
74,7,10
75,2,2
76,2,2
77,8,5
78,6,10
79,4,10
