ID,WIDTH,HEIGHT
0,88,76
1,22,23
2,91,9
3,82,57
4,19,23
5,56,94
6,83,94
7,21,78
8,27,35
9,89,87
10,29,90
11,4,32
12,1,36
13,43,57
14,86,84
15,19,40
16,63,80
17,75,93
18,43,1
19,89,59
20,69,57
21,72,17
22,21,94
23,70,77
24,8,89
25,58,84
26,76,53
27,49,17
28,1,31
29,87,85
30,96,100
31,50,33
32,5,72
33,49,40
34,5,91
35,29,16
36,8,35
37,66,5
38,58,15
39,73,86
40,33,75
41,93,70
42,43,93
43,5,100
44,34,81
45,20,56
46,83,82
47,81,47
48,2,75
49,67,19
50,34,70
51,90,49
52,57,12
53,92,48
54,83,79
55,53,61
56,57,83
57,83,66
58,55,66
59,27,73
60,89,8
61,62,27
62,3,19
63,100,5
64,75,43
65,85,20
66,17,59
67,94,15
68,72,78
69,40,69
70,19,43
71,66,91
72,69,34
73,50,27
74,65,60
75,3,55
76,87,67
77,71,85
78,44,32
79,29,63
80,82,66
81,90,65
82,77,14
83,98,3
84,42,54
85,31,22
86,21,96
87,100,98
88,91,85
89,50,44
90,64,98
91,57,4
92,84,48
93,34,55
94,29,78
95,24,8
96,9,67
97,6,9
98,70,24
99,91,34
