ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,20,190,2
1,11,21,220,1
2,12,22,240,2
3,12,40,450,2
4,13,23,280,3
5,14,24,390,2
6,15,25,360,2
7,15,26,350,3
8,16,28,450,2
9,17,14,250,1
10,18,27,460,2
11,19,15,250,3
12,20,30,570,2
13,21,13,250,2
14,22,25,600,1
15,22,32,660,3
16,23,14,310,4
17,24,30,720,2
18,24,34,790,2
19,25,30,760,1
20,25,35,840,3
21,26,36,900,3
22,26,40,1000,2
23,27,37,980,3
24,28,38,1010,3
25,29,19,550,2
26,29,39,1050,2
27,30,10,280,1
28,31,21,630,3
29,31,43,1320,3
30,21,25,295,2
31,20,16,450,2
32,18,17,206,2
33,21,10,190,1
34,21,21,430,2
