ID,WIDTH,HEIGHT,COPIES,PROFIT
0,867,546,10,85223
1,906,388,8,165010
2,945,185,4,53152
3,934,568,10,254077
4,978,288,8,86549
5,242,305,5,25456
6,620,255,10,26661
7,658,164,7,67306
8,515,560,5,150348
9,867,548,4,78314
10,950,611,6,348834
11,724,478,5,109097
12,465,569,6,128599
13,485,327,8,101187
14,644,194,4,77882
15,328,450,7,42865
16,401,619,7,81643
17,258,254,6,40471
18,278,259,4,15813
19,760,510,5,84590
20,979,319,9,134883
21,702,119,9,45194
22,332,551,5,105633
23,700,626,6,124813
24,444,291,4,30845
25,742,449,9,106744
26,387,516,7,95925
27,373,194,10,23898
28,804,444,8,145370
29,715,603,5,85547
30,544,314,4,51620
31,688,586,8,71623
32,229,334,6,29387
33,554,156,4,29020
34,772,430,5,101963
35,360,330,8,64799
36,532,474,6,58392
37,528,559,9,190606
38,874,468,4,85366
39,229,107,5,4485
40,507,614,5,87551
41,718,609,4,280517
42,901,123,8,21105
43,469,155,3,45146
44,698,205,4,64058
45,831,146,8,37792
46,604,311,3,64218
47,707,396,8,49280
48,258,200,10,14208
49,662,234,5,44766
50,189,564,9,22650
51,298,120,8,21498
52,752,356,5,147243
53,316,519,4,54326
54,176,171,3,13154
55,539,171,8,48177
56,870,153,10,73400
57,525,498,5,97712
58,962,251,9,153409
59,283,235,10,36797
60,196,117,5,6324
61,503,621,5,54690
62,707,488,7,186070
63,756,507,10,85386
64,940,595,4,115259
65,273,491,8,42737
66,404,400,5,89068
67,328,343,5,69404
68,237,577,10,62693
69,791,624,8,289633
70,721,445,8,59328
71,797,524,8,152282
72,653,464,7,115873
73,563,273,4,72316
