ID,WIDTH,HEIGHT,COPIES,PROFIT
0,750,1014,5,136913
1,784,719,5,264603
2,817,343,3,85198
3,808,1054,9,407871
4,846,535,7,139077
5,209,566,4,40799
6,536,474,7,42843
7,569,304,8,107887
8,445,1039,4,241034
9,750,1017,3,125726
10,822,1133,3,559701
11,626,887,8,175042
12,402,1056,9,206330
13,419,607,5,162270
14,557,361,6,125346
15,284,835,4,68869
16,347,1148,4,131025
17,223,471,9,64866
18,240,481,10,25352
19,657,947,7,135784
20,847,593,3,216931
21,607,222,10,72902
22,287,1023,4,169538
23,605,1161,4,200067
24,384,539,8,49412
25,642,834,8,171551
26,334,956,9,153382
27,323,360,7,38402
28,695,824,10,233210
29,618,1118,4,137091
30,470,583,7,82805
31,595,1087,5,114898
32,198,619,6,47090
33,479,290,10,46643
34,668,799,6,163938
35,311,612,8,103815
36,460,879,5,93629
37,457,1037,3,306045
38,756,868,3,136952
39,198,198,6,7176
40,438,1140,4,140431
41,621,1131,6,450580
42,780,229,10,34016
43,406,289,3,72869
44,603,381,9,102851
45,719,271,5,60693
46,522,578,5,103148
47,611,734,7,78939
48,223,371,5,22780
49,572,434,3,71739
50,164,1045,6,36416
51,258,223,8,34589
52,650,660,6,235953
53,273,964,9,87176
54,152,317,9,21059
55,466,317,4,77215
56,752,284,8,117767
57,454,924,8,156779
58,832,465,9,245799
