ID,WIDTH,HEIGHT,COPIES,PROFIT
0,730,1120,8,147193
1,763,795,3,284735
2,796,379,3,91720
3,786,1165,4,438550
4,823,591,10,149457
5,204,625,7,43974
6,522,524,8,46125
7,554,336,3,116100
8,433,1148,5,259139
9,730,1124,10,135248
10,800,1251,5,601453
11,610,979,5,188260
12,391,1167,7,221778
13,408,670,7,174410
14,542,399,10,134809
15,276,923,4,73983
16,337,1268,6,140551
17,217,520,7,69687
18,234,531,4,27288
19,640,1046,4,146098
20,824,655,9,233105
21,591,245,10,78335
22,279,1130,4,182050
23,589,1282,3,215075
24,374,596,5,53214
25,625,921,6,184430
26,325,1057,7,165017
27,314,398,7,41273
28,677,910,4,250879
29,602,1235,8,147518
30,458,644,6,89133
31,579,1201,10,123534
32,193,684,9,50721
33,467,320,7,50179
34,650,882,10,176092
35,303,676,9,111722
36,448,971,5,100731
37,444,1146,9,328593
38,735,959,6,147107
39,193,219,6,7736
40,426,1259,6,150841
41,605,1249,5,484770
42,759,253,4,36569
43,395,319,7,78254
44,587,421,6,110633
45,700,300,7,65413
46,508,638,9,110801
47,595,811,8,84936
48,217,410,10,24497
49,557,480,10,77262
50,159,1155,9,39022
51,251,246,8,37121
52,633,729,4,253804
53,266,1065,5,93840
54,148,351,7,22704
55,453,350,6,82875
56,732,314,9,126744
57,442,1020,6,168493
58,810,514,9,264516
59,238,483,4,63604
60,165,240,5,10920
61,423,1272,9,94206
62,595,1001,9,321210
63,636,1040,7,147350
64,791,1219,9,198706
65,230,1006,5,73771
66,340,820,8,153665
