ID,WIDTH,HEIGHT,COPIES,PROFIT
0,577,941,8,97749
1,603,668,8,189079
2,629,318,4,60812
3,622,979,5,291638
4,651,497,8,99419
5,161,526,5,29207
6,413,440,6,30644
7,438,282,3,77038
8,343,965,5,172554
9,578,944,4,89938
10,633,1052,5,400197
11,482,823,7,125052
12,310,981,10,147809
13,323,563,9,116024
14,429,335,5,89588
15,219,776,3,49354
16,267,1066,7,93616
17,172,437,9,46419
18,185,446,6,18120
19,506,879,8,97067
20,652,550,6,154879
21,467,206,6,52046
22,221,950,5,121234
23,466,1078,5,143084
24,296,501,7,35403
25,494,774,9,122507
26,257,888,3,109626
27,249,335,6,27548
28,535,765,6,166667
29,476,1038,7,98036
30,362,541,3,59183
31,458,1009,6,82096
32,153,575,9,33801
33,369,269,4,33330
34,514,742,6,117145
35,240,568,6,74355
36,354,816,5,66890
37,351,963,6,218285
38,582,806,3,97901
39,153,184,8,5153
40,337,1059,8,100372
41,478,1050,7,321984
42,600,213,5,24338
43,312,268,9,51929
44,465,354,8,73692
45,554,252,4,43486
46,402,536,5,73663
47,471,682,4,56541
48,171,344,9,16197
49,441,403,7,51359
50,126,971,3,25997
51,198,207,6,24640
52,500,613,5,168577
53,210,895,7,62258
54,117,295,6,15085
55,359,294,8,55170
56,579,264,4,84289
57,349,858,5,111911
58,641,432,10,175932
59,188,406,8,42232
60,131,202,5,7297
61,335,1069,8,62701
62,471,841,10,213626
63,504,874,3,98130
64,626,1025,8,132230
65,181,846,4,48821
66,269,690,3,102302
67,218,590,7,79346
68,158,994,10,72001
69,527,1075,4,332435
70,480,768,7,68166
71,531,902,4,174647
72,435,799,3,132919
73,375,471,10,83103
74,211,301,9,37799
75,120,311,7,13617
76,121,511,9,27437
77,132,756,6,33508
78,541,601,7,209908
79,111,431,9,18797
80,607,884,7,250691
81,280,575,10,81515
82,612,718,9,97085
83,489,534,6,124658
84,629,769,9,274829
