ID,WIDTH,HEIGHT,COPIES,PROFIT
0,262,786,9,53700
1,338,568,6,70081
2,173,790,7,25399
3,159,389,3,26644
4,481,740,6,177759
5,219,662,4,51707
6,88,262,9,9806
7,243,342,7,46429
8,404,301,8,74077
9,112,581,5,29311
10,437,153,6,11019
11,441,688,3,123616
12,127,215,7,12870
13,292,540,7,48478
14,131,495,3,16625
15,192,350,7,11114
16,149,726,5,58182
17,209,734,10,41628
18,177,360,6,20430
19,202,693,4,37234
20,228,236,7,20061
21,378,213,4,24659
22,281,623,3,43011
23,228,479,3,49482
24,267,751,9,54014
25,155,534,3,17295
26,132,773,4,37066
27,82,277,7,7175
28,350,320,5,51196
29,116,248,9,15781
30,164,187,5,13546
31,232,466,9,40205
32,416,515,7,35614
33,249,828,4,110725
34,385,668,9,99609
35,120,357,5,22509
36,309,771,5,134283
37,263,341,9,25421
38,115,391,10,13227
39,219,725,10,76350
40,313,653,4,66759
41,459,354,5,103176
42,443,494,3,51046
43,328,523,8,75056
44,458,727,9,123225
45,217,272,4,32942
46,176,518,6,38429
47,125,540,3,43559
48,351,742,8,128278
49,186,417,5,20400
50,368,418,9,24813
51,104,588,3,39657
52,216,489,10,48244
53,411,613,5,132050
54,147,715,4,20085
55,464,183,7,25175
56,459,623,7,77369
57,478,221,3,42279
58,151,366,3,18669
59,119,482,4,20013
