ID,WIDTH,HEIGHT,COPIES,PROFIT
0,267,260,3,12498
1,279,184,8,24097
2,291,88,4,7786
3,288,270,4,37241
4,302,137,8,12713
5,74,145,7,3701
6,191,121,10,3897
7,203,78,10,9876
8,158,266,4,21910
9,267,261,10,11487
10,293,291,8,51241
11,223,227,4,15958
12,143,271,4,18835
13,149,155,10,14735
14,198,92,6,11355
15,101,214,4,6277
16,123,295,4,11935
17,79,121,4,5903
18,85,123,4,2296
19,234,243,5,12410
20,302,152,4,19826
21,216,57,9,6661
22,102,262,6,15432
23,216,298,9,18334
24,137,138,10,4513
25,229,214,9,15702
26,119,245,3,14005
27,115,92,9,3494
28,248,211,10,21309
29,220,287,6,12528
30,168,149,5,7565
31,212,279,3,10508
32,70,159,4,4276
33,171,74,6,4249
34,238,205,3,14986
35,111,157,9,9505
36,164,225,7,8545
37,163,266,3,28000
38,269,223,4,12519
39,70,51,8,653
40,156,292,10,12811
41,221,290,8,41116
42,278,58,4,3071
43,145,74,3,6664
44,215,97,10,9336
45,256,69,7,5502
46,186,148,7,9411
47,218,188,9,7214
48,79,95,5,2066
49,204,111,8,6544
