ID,WIDTH,HEIGHT,COPIES,PROFIT
0,1100,766,10,151693
1,1150,543,4,293121
2,1200,259,10,94492
3,1185,796,10,451754
4,1242,404,3,154182
5,307,427,7,45211
6,787,358,6,47511
7,835,229,6,119262
8,653,785,9,267231
9,1101,768,5,139377
10,1207,856,6,620919
11,920,670,4,194315
12,591,798,3,229225
13,615,458,4,179712
14,818,273,3,139208
15,417,631,9,76416
16,509,867,10,145151
17,328,355,4,71910
18,353,363,5,28141
19,965,715,8,150580
20,1243,448,3,240509
21,891,167,4,80500
22,421,772,4,187676
23,888,877,8,221819
24,564,407,3,54801
25,943,630,7,190346
26,491,722,9,170290
27,474,272,7,42579
28,1021,622,7,258613
29,908,844,6,152058
30,691,440,5,91880
31,874,821,6,127473
32,291,468,4,52325
33,704,219,10,51769
34,980,603,8,181510
35,457,462,8,115162
36,675,664,9,103786
37,670,783,9,338787
38,1109,656,3,151832
39,291,150,5,7990
40,643,861,9,155704
41,912,854,3,499655
42,1145,173,4,37723
43,596,218,3,80690
44,886,288,7,114233
45,1055,205,3,67367
46,766,436,9,114176
47,897,555,8,87627
48,327,280,6,25210
49,840,328,9,79620
50,240,790,10,40287
51,378,168,5,38178
52,954,499,6,261828
53,401,728,6,96701
54,224,240,5,23496
55,684,239,10,85450
56,1104,215,9,130886
57,666,698,5,173736
