ID,WIDTH,HEIGHT,COPIES,PROFIT
0,438,801,7,63161
1,458,569,6,122328
2,478,271,3,39383
3,472,834,3,188529
4,495,423,5,64339
5,122,447,9,18808
6,314,375,8,19856
7,333,240,9,49847
8,260,821,7,111281
9,439,804,5,58178
10,481,896,3,259005
11,366,701,8,80880
12,235,835,5,95373
13,245,480,10,75031
14,326,285,5,57918
15,166,660,5,31818
16,203,908,3,60627
17,130,372,7,29866
18,140,380,3,11683
19,384,748,4,62685
20,495,468,7,100054
21,355,175,8,33610
22,168,808,9,78384
23,354,918,5,92562
24,224,426,4,22781
25,376,659,6,79390
26,195,756,4,70815
27,189,285,4,17789
28,407,651,8,107897
29,362,884,6,63495
30,275,461,7,38311
31,348,859,4,53105
32,116,490,3,21839
33,280,229,8,21530
34,391,631,7,75782
35,182,484,5,48047
36,269,695,9,43291
37,267,820,4,141389
38,442,686,10,63281
39,116,157,3,3333
40,256,901,8,64871
41,363,894,5,208191
42,456,181,6,15718
43,237,228,5,33558
44,353,301,8,47567
45,421,214,6,28063
46,305,457,9,47652
47,357,581,6,36509
48,130,293,4,10488
49,335,343,5,33205
50,96,827,8,16870
