ID,WIDTH,HEIGHT,COPIES,PROFIT
0,468,1005,3,84675
1,489,713,8,163662
2,510,340,3,52718
3,504,1045,10,252242
4,528,530,10,85988
5,130,561,10,25153
6,335,470,8,26551
7,355,301,7,66646
8,278,1030,9,149274
9,468,1008,3,77759
10,513,1123,9,346219
11,391,879,8,108345
12,251,1047,10,127730
13,261,601,6,100081
14,347,358,9,77439
15,177,828,10,42562
16,216,1138,3,80850
17,139,466,5,40003
18,150,476,7,15680
19,410,938,10,83931
20,528,587,10,133861
21,379,220,7,45109
22,179,1013,6,104706
23,378,1150,7,123816
24,239,535,3,30526
25,401,826,8,106125
26,208,948,5,94720
27,201,357,9,23698
28,434,817,6,144393
29,386,1108,3,84861
30,293,577,3,51090
31,371,1077,3,70983
32,124,614,8,29253
33,299,287,5,28814
34,417,791,9,101314
35,194,606,5,64125
36,287,871,6,57885
37,285,1028,10,189203
38,471,860,5,84537
39,124,196,3,4449
40,273,1130,6,86761
41,388,1120,4,278784
42,486,227,4,21009
43,253,286,7,44937
44,376,377,3,63459
45,449,269,8,37622
46,326,572,7,63749
47,381,728,7,48821
48,139,367,8,14046
49,357,430,6,44362
50,102,1036,8,22454
51,161,221,7,21391
52,406,654,10,146040
53,170,955,10,53778
