ID,WIDTH,HEIGHT,COPIES,PROFIT
0,702,334,5,42211
1,734,237,3,81657
2,766,113,10,26316
3,757,348,5,126167
4,793,176,9,42886
5,196,187,7,12641
6,502,156,3,13206
7,533,100,8,33244
8,417,343,5,74565
9,703,335,8,38819
10,770,374,3,173068
11,587,292,4,54034
12,377,348,8,63766
13,393,200,9,50148
14,522,119,6,38723
15,266,276,8,21321
16,325,379,6,40514
17,209,155,8,20006
18,225,158,10,7807
19,616,312,7,41944
20,793,195,3,66787
21,569,73,3,22472
22,269,337,10,52347
23,567,383,10,61854
24,360,178,10,15298
25,602,275,4,53042
26,313,315,3,47361
27,303,119,9,11908
28,651,272,3,72108
29,579,369,7,42392
30,441,192,8,25588
31,557,358,8,35424
32,186,204,5,14579
33,449,95,8,14323
34,626,263,4,50569
35,292,202,3,32172
36,431,290,4,28943
37,428,342,7,94528
38,708,286,4,42260
39,186,65,9,2213
40,410,376,7,43357
41,582,373,5,139267
42,730,75,7,10426
43,380,95,10,22419
44,565,125,6,31617
45,673,89,5,18657
46,489,190,7,31763
47,572,242,4,24365
48,209,122,9,7021
49,536,143,8,22150
50,153,345,7,11216
51,241,73,7,10577
52,609,218,10,73020
53,256,318,4,26966
54,143,104,10,6500
55,436,104,3,23702
56,705,94,9,36543
57,425,305,9,48445
58,779,153,8,75724
59,229,144,7,18246
60,159,71,7,3113
61,407,380,5,27079
62,573,299,6,92398
63,613,310,7,42333
64,762,364,7,57159
65,221,300,7,21138
66,327,245,4,44157
67,266,210,8,34460
68,192,353,10,31072
69,641,382,5,143684
70,584,273,10,29481
71,645,320,3,75261
72,529,284,7,57455
73,456,167,5,35830
74,257,107,3,16366
75,147,110,8,5900
76,147,181,8,11807
77,161,268,6,14488
78,658,213,6,90482
79,136,153,6,8175
80,738,314,8,108264
81,340,204,7,35117
82,745,255,5,41973
