ID,WIDTH,HEIGHT,COPIES,PROFIT
0,361,553,10,35940
1,378,392,8,69555
2,394,187,3,22400
3,389,575,9,107124
4,408,292,8,36608
5,101,308,9,10729
6,258,258,6,11225
7,274,165,6,28198
8,214,566,10,63144
9,361,554,5,32965
10,396,618,5,147075
11,302,483,5,45983
12,194,576,3,54312
13,202,331,5,42659
14,268,197,5,32912
15,137,455,8,18103
16,167,626,10,34385
17,107,256,7,16917
18,116,262,5,6674
19,317,516,3,35698
20,408,323,8,56917
21,292,121,9,19115
22,138,557,10,44386
23,291,633,6,52467
24,185,294,3,12985
25,309,454,5,44948
26,161,521,8,40293
27,155,196,5,10033
28,335,449,7,61253
29,298,609,5,36009
30,227,318,3,21814
31,287,592,9,30183
32,95,338,5,12337
33,231,158,5,12255
34,322,435,7,43023
35,150,333,8,27245
36,222,479,9,24624
37,220,565,3,80272
38,364,473,4,35933
39,95,108,9,1878
40,211,621,8,36852
41,299,616,7,118160
42,376,125,3,8951
43,195,157,7,19013
44,291,208,5,27097
45,346,148,4,15951
46,251,315,5,27030
47,294,400,3,20700
48,107,202,4,5951
49,276,237,3,18903
50,79,570,10,9568
51,124,121,4,9020
52,313,360,8,61975
53,131,525,6,22782
54,73,173,4,5520
55,224,173,8,20256
56,362,155,10,30940
57,219,503,6,41169
58,401,253,6,64457
59,118,238,5,15539
60,82,118,7,2668
61,209,628,7,22980
62,295,494,9,78594
63,315,513,4,35999
64,392,602,10,48631
65,113,496,4,17870
66,168,405,4,37501
67,137,346,6,29242
68,99,583,3,26460
69,330,631,8,122189
70,300,451,3,25019
71,332,530,4,64161
72,272,469,4,48786
73,235,276,5,30517
74,132,176,8,13827
75,75,182,8,4980
76,76,300,7,10117
77,83,443,10,12346
78,338,353,10,77028
79,70,253,4,6958
80,380,519,7,92140
81,175,337,9,29859
82,383,422,8,35710
83,306,313,10,45723
84,393,452,4,100929
85,356,125,3,12534
86,243,392,10,22392
87,89,137,4,2299
88,210,573,7,42195
89,322,325,3,16309
90,385,605,7,125423
91,205,206,3,9634
92,343,521,6,35750
93,366,638,3,58654
94,94,516,4,8650
95,90,364,6,15120
