ID,WIDTH,HEIGHT,GROUP
0,2,3,0
1,3,2,0
2,3,3,1
3,3,2,2
4,10,2,2
5,3,3,3
6,3,3,4
7,9,3,5
8,27,2,5
9,2,4,5
10,5,16,6
11,3,3,6
12,3,12,7
13,3,2,8
14,3,2,9
15,23,6,10
16,18,2,10
17,2,3,10
18,3,2,11
19,11,4,11
20,3,3,12
21,5,4,13
22,2,2,13
23,2,5,14
24,2,3,15
25,4,3,16
26,4,2,16
27,4,11,16
28,3,5,17
29,9,11,17
30,5,3,18
31,3,30,18
32,3,3,18
33,8,2,18
34,2,3,18
35,2,2,18
36,2,2,18
37,2,13,19
38,5,2,19
39,2,2,19
40,3,8,19
41,2,4,20
42,3,3,20
43,4,2,21
44,3,2,21
45,2,2,21
46,20,3,22
47,5,4,22
48,3,3,22
49,4,2,22
50,2,11,23
51,2,3,23
52,3,2,23
53,3,5,23
54,2,3,23
55,3,2,23
56,3,2,24
57,3,4,25
58,2,5,26
59,2,2,26
60,8,3,26
61,2,3,27
62,5,3,27
63,7,2,28
64,2,3,28
65,2,3,29
66,15,2,30
67,2,3,31
68,3,2,31
69,3,3,31
70,2,3,32
71,32,6,32
72,2,6,32
73,3,4,32
74,2,4,32
75,32,10,32
76,2,2,33
77,7,3,33
78,3,3,33
79,5,2,33
80,3,4,33
81,2,2,34
82,3,3,34
83,2,12,35
84,2,3,36
85,2,3,36
86,3,3,37
87,3,2,37
88,9,2,37
89,10,2,37
90,3,3,38
91,3,2,38
92,7,3,38
93,2,2,39
94,5,11,39
95,2,2,39
96,21,9,40
97,5,16,40
98,2,5,40
99,2,2,40
100,3,3,41
101,2,5,41
102,2,7,42
103,70,4,43
104,2,3,43
105,2,3,43
106,2,3,44
107,2,2,45
108,2,2,46
109,2,2,46
110,3,2,47
111,48,2,47
112,4,11,47
113,3,2,48
114,15,2,49
115,10,2,50
116,2,3,51
117,2,2,51
118,2,2,51
119,2,3,52
120,19,23,53
121,2,3,53
122,30,5,54
123,2,10,55
124,3,5,55
125,70,7,55
126,2,3,55
127,2,2,56
128,4,13,56
129,2,2,56
130,2,2,57
131,11,4,57
132,2,3,58
133,2,3,58
134,2,2,58
135,2,3,58
136,3,6,58
137,3,4,58
138,4,3,59
139,3,2,59
140,23,2,60
141,2,2,60
142,7,3,61
143,3,3,62
144,26,6,62
145,9,5,62
146,5,5,62
147,2,3,63
148,8,4,63
149,19,19,64
150,4,8,65
151,3,5,65
152,2,3,66
153,5,4,67
154,14,17,67
155,8,3,68
156,8,16,69
157,2,3,70
158,3,3,70
159,3,2,71
160,10,4,71
161,10,4,71
162,2,2,71
163,2,2,72
164,3,3,72
165,2,2,72
166,3,2,72
167,2,2,72
168,4,2,73
169,3,20,74
170,2,2,74
171,4,6,74
172,2,3,75
173,3,3,75
174,19,5,75
175,4,16,76
176,3,2,77
177,3,3,78
178,3,4,78
179,2,3,79
180,3,3,79
181,2,6,79
182,16,2,79
183,3,10,80
184,2,3,80
185,3,2,80
186,2,3,81
187,12,2,81
188,2,2,82
189,2,3,82
190,15,6,83
191,10,21,83
192,3,2,84
193,12,4,84
194,2,14,84
195,7,3,84
196,17,3,85
197,2,5,85
198,27,4,85
199,6,2,85
200,2,2,85
201,3,2,86
202,2,3,86
203,2,2,86
204,8,2,86
205,3,2,87
206,6,9,88
207,5,5,88
208,14,17,88
209,31,17,89
210,15,6,89
211,2,3,89
212,18,2,89
213,2,2,89
214,2,2,89
215,6,16,90
216,7,2,91
217,2,4,91
218,3,2,92
219,2,2,92
220,3,2,92
221,3,2,93
222,6,2,94
223,4,3,94
224,2,3,95
225,2,3,95
226,3,3,95
227,2,23,96
228,15,17,96
229,3,5,97
230,3,2,97
231,2,3,98
232,2,3,98
233,3,3,98
234,38,3,99
235,5,17,99
236,3,4,100
237,3,2,100
238,6,17,100
239,2,7,100
240,3,9,100
241,3,2,100
242,3,2,101
243,12,14,101
244,8,3,101
245,2,3,101
246,3,16,101
247,3,2,102
248,2,3,102
249,3,3,102
250,21,2,102
251,4,3,103
252,2,2,104
253,2,3,104
254,2,3,104
255,2,2,104
256,2,2,105
257,2,2,106
258,24,7,106
259,3,3,106
260,2,2,106
261,21,3,106
262,3,3,107
263,3,3,107
264,3,3,107
265,2,2,107
266,10,11,108
267,3,17,108
268,2,8,108
269,4,6,108
270,3,2,109
271,70,5,109
272,63,3,110
273,3,2,110
274,3,3,110
275,3,2,110
276,2,2,111
277,30,4,111
278,2,3,112
279,3,3,113
280,4,2,113
281,13,17,113
282,3,3,113
283,2,3,113
284,3,2,113
285,3,3,113
286,6,2,114
287,24,2,114
288,2,3,114
289,10,3,115
290,2,5,115
291,2,3,116
292,3,3,117
293,2,3,118
294,2,3,118
295,2,2,119
296,3,2,119
297,2,3,119
298,2,2,119
299,25,2,119
