ID,WIDTH,HEIGHT,GROUP
0,7,10,0
1,9,6,1
2,16,6,1
3,6,8,2
4,47,7,2
5,6,7,2
6,74,6,3
7,39,6,3
8,46,10,3
9,10,6,3
10,16,22,3
11,64,34,4
12,8,10,4
13,10,7,5
14,48,7,6
15,23,6,6
16,20,6,6
17,10,6,6
18,6,10,7
19,11,10,8
20,26,6,8
21,31,10,8
22,25,10,8
23,26,8,8
24,6,10,9
25,10,10,9
26,11,6,9
27,7,6,9
28,8,6,9
29,14,8,10
30,8,10,11
31,27,6,11
32,9,7,11
33,7,6,12
34,15,6,12
35,27,19,13
36,6,10,13
37,18,6,13
38,7,6,13
39,36,6,14
40,6,6,14
41,7,6,15
42,14,6,16
43,20,14,17
44,8,6,17
45,74,8,18
46,11,10,18
47,53,7,18
48,25,10,19
49,20,6,19
