ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;610;741;0;1
1;526;657;0;2
2;526;657;0;3
3;526;657;0;4
4;526;657;0;5
5;526;657;0;6
6;526;657;0;7
7;526;657;0;8
8;526;657;0;9
9;526;657;0;10
10;526;657;0;11
11;526;657;0;12
12;526;657;0;13
13;526;657;0;14
14;526;657;0;15
15;526;657;0;16
16;526;657;0;17
17;1180;996;0;18
18;402;1842;0;19
19;402;1842;0;20
20;402;1842;0;21
21;402;1842;0;22
22;549;1223;0;23
23;549;1223;0;24
24;549;1223;0;25
25;726;2175;0;26
26;602;1395;1;1
27;602;1395;1;2
28;552;1165;1;3
29;552;1165;1;4
30;556;1089;1;5
31;196;615;1;6
32;196;615;1;7
33;196;615;1;8
34;450;2059;1;9
35;450;2059;1;10
36;450;2059;1;11
37;450;2059;1;12
38;547;1107;1;13
39;547;1107;1;14
40;442;1017;1;15
41;442;1017;1;16
42;447;907;1;17
43;447;907;1;18
44;610;741;1;19
45;610;741;1;20
46;610;741;1;21
47;610;741;1;22
48;610;741;1;23
49;610;741;1;24
50;610;741;1;25
51;606;1927;2;1
52;737;1927;2;2
53;737;1927;2;3
54;487;1077;2;4
55;487;1077;2;5
56;487;1077;2;6
57;487;1077;2;7
58;487;1077;2;8
59;487;1077;2;9
60;487;1077;2;10
61;487;1077;2;11
62;581;1245;2;12
63;581;1245;2;13
64;581;1245;2;14
65;581;1245;2;15
66;547;1682;2;16
67;547;1682;2;17
68;581;1245;2;18
69;581;1245;2;19
70;597;1405;2;20
71;597;1405;2;21
72;555;1455;2;22
73;555;1455;2;23
74;455;1445;2;24
75;455;1445;2;25
76;413;1880;2;26
77;737;1927;2;27
78;455;1445;2;28
79;558;1964;3;1
80;558;1964;3;2
81;558;1964;3;3
82;558;1964;3;4
83;347;508;3;5
84;347;508;3;6
85;630;362;3;7
86;555;1217;3;8
87;555;1217;3;9
88;487;692;3;10
89;487;692;3;11
90;487;692;3;12
91;487;692;3;13
92;587;1999;3;14
93;587;1999;3;15
94;587;1999;3;16
95;587;1999;3;17
96;487;1077;3;18
97;487;1077;3;19
98;487;1077;3;20
99;487;1077;3;21
100;487;1077;3;22
101;487;1077;3;23
102;487;877;3;24
103;487;877;3;25
104;745;2059;4;1
105;493;1140;4;2
106;493;1140;4;3
107;493;1140;4;4
108;493;1140;4;5
109;552;1880;4;6
110;552;1880;4;7
111;552;1880;4;8
112;552;1880;4;9
113;552;1880;4;10
114;552;1880;4;11
115;455;715;4;12
116;455;715;4;13
117;358;1023;4;14
118;358;1023;4;15
119;358;1023;4;16
120;358;1023;4;17
121;358;1023;4;18
122;358;1023;4;19
123;358;1023;4;20
124;358;1023;4;21
125;358;1023;4;22
126;358;1023;4;23
127;358;1023;4;24
128;358;1023;4;25
129;358;1023;4;26
130;600;1396;5;1
131;418;659;5;2
132;418;659;5;3
133;418;659;5;4
134;418;659;5;5
135;418;659;5;6
136;418;659;5;7
137;418;659;5;8
138;418;659;5;9
139;498;840;5;10
140;498;840;5;11
141;684;780;5;12
142;484;580;5;13
143;736;1939;5;14
144;498;1040;5;15
145;498;1040;5;16
146;498;1040;5;17
147;498;1040;5;18
148;498;1040;5;19
149;498;1040;5;20
150;636;2019;5;21
151;493;1140;5;22
152;493;1140;5;23
153;493;1140;5;24
154;493;1140;5;25
155;354;475;6;1
156;370;1888;6;2
157;370;1888;6;3
158;1013;440;6;4
159;413;1978;6;5
160;413;1978;6;6
161;413;1978;6;7
162;413;1978;6;8
163;413;1978;6;9
164;413;1978;6;10
165;384;580;6;11
166;453;1438;6;12
167;453;1438;6;13
168;1064;270;6;14
169;475;2014;6;15
170;475;2014;6;16
171;1038;202;6;17
172;618;1829;6;18
173;636;1415;6;19
174;550;810;6;20
175;604;745;6;21
176;704;285;6;22
177;994;275;6;23
178;320;868;6;24
179;320;868;6;25
180;550;810;6;26
181;604;745;6;27
182;704;285;6;28
183;994;275;6;29
184;320;868;6;30
185;320;868;6;31
186;401;1915;7;1
187;401;1915;7;2
188;545;998;7;3
189;545;998;7;4
190;364;913;7;5
191;364;913;7;6
192;364;910;7;7
193;364;910;7;8
194;446;903;7;9
195;446;903;7;10
196;416;513;7;11
197;416;511;7;12
198;540;1524;7;13
199;662;1901;7;14
200;364;913;7;15
201;364;913;7;16
202;387;505;7;17
203;230;2234;7;18
204;230;2234;7;19
205;620;2266;7;20
206;473;1134;7;21
207;473;1134;7;22
208;465;903;7;23
209;465;903;7;24
210;744;1979;7;25
211;620;2266;7;26
212;473;1134;7;27
213;473;1134;7;28
214;465;903;7;29
215;465;903;7;30
216;744;1979;7;31
217;364;910;7;32
218;455;1174;8;1
219;455;1074;8;2
220;455;1074;8;3
221;455;1074;8;4
222;455;1074;8;5
223;213;577;8;6
224;634;883;8;7
225;634;883;8;8
226;533;523;8;9
227;448;404;8;10
228;448;404;8;11
229;448;404;8;12
230;448;404;8;13
231;816;1979;8;14
232;471;1919;8;15
233;471;1919;8;16
234;610;2013;8;17
235;656;1834;8;18
236;638;1258;8;19
237;618;1238;8;20
238;648;1198;8;21
239;401;1915;8;22
240;401;1915;8;23
241;401;1915;8;24
242;401;1915;8;25
243;401;1915;8;26
244;455;1744;9;1
245;455;1744;9;2
246;407;1724;9;3
247;407;1724;9;4
248;455;1174;9;5
249;455;1174;9;6
250;455;1174;9;7
251;1066;570;10;1
252;1066;570;10;2
253;346;704;10;3
254;346;704;10;4
255;346;704;10;5
256;346;704;10;6
257;656;1009;10;7
258;656;1009;10;8
259;915;1069;10;9
260;546;1104;10;10
261;546;1104;10;11
262;546;1104;10;12
263;546;1104;10;13
264;446;1104;10;14
265;446;1104;10;15
266;446;1104;10;16
267;446;1104;10;17
268;656;1204;10;18
269;656;1204;10;19
270;451;1204;10;20
271;451;1204;10;21
272;451;1204;10;22
273;451;1204;10;23
274;453;1204;10;24
275;453;1204;10;25
276;373;1557;11;1
277;443;1192;11;2
278;443;1192;11;3
279;389;1392;11;4
280;389;1392;11;5
281;389;1392;11;6
282;344;1537;11;7
283;344;1537;11;8
284;456;269;11;9
285;456;269;11;10
286;446;499;11;11
287;446;499;11;12
288;414;502;11;13
289;456;504;11;14
290;456;504;11;15
291;456;504;11;16
292;456;504;11;17
293;614;509;11;18
294;614;509;11;19
295;546;1656;11;20
296;546;1656;11;21
297;664;1696;11;22
298;653;1736;11;23
299;653;1736;11;24
300;676;451;11;25
301;459;1678;12;1
302;459;1678;12;2
303;459;1678;12;3
304;406;1712;12;4
305;406;1712;12;5
306;466;1599;12;6
