ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;463;1298;0;1
1;463;1298;1;1
2;461;1304;2;1
3;461;1304;3;1
4;460;1315;4;1
5;460;1315;5;1
6;463;1310;6;1
7;463;1310;7;1
8;522;953;8;1
9;522;953;9;1
10;522;953;10;1
11;522;953;11;1
12;461;1293;12;1
13;461;1293;13;1
14;725;761;14;1
15;725;761;15;1
16;773;508;16;1
17;1022;1153;17;1
18;1322;953;18;1
19;822;1711;19;1
20;822;1711;20;1
21;375;1153;21;1
22;375;1153;22;1
23;497;646;23;1
24;1297;1145;24;1
25;1297;1145;25;1
26;1297;1145;26;1
27;722;953;27;1
28;622;953;28;1
29;522;853;29;1
30;522;853;30;1
31;822;1351;31;1
32;822;1351;32;1
33;822;1351;33;1
34;773;422;34;1
35;425;1351;35;1
36;425;1351;36;1
37;425;1351;37;1
38;425;1351;38;1
39;822;1351;39;1
40;659;1903;40;1
41;659;1903;41;1
42;370;470;42;1
43;587;1170;43;1
44;587;1170;44;1
45;587;1170;45;1
46;587;1170;46;1
47;590;860;47;1
48;500;800;48;1
49;459;1150;49;1
50;459;1150;50;1
51;675;1203;51;1
52;675;1203;52;1
53;922;1903;53;1
54;922;1903;54;1
55;675;1203;55;1
56;675;1203;56;1
57;375;1153;57;1
58;375;1153;58;1
59;375;1153;59;1
60;375;1153;60;1
61;375;1153;61;1
62;375;1153;62;1
63;332;653;63;1
64;321;568;64;1
65;321;568;65;1
66;498;568;66;1
67;498;568;67;1
68;494;1330;68;1
69;494;1330;69;1
70;322;643;70;1
71;526;660;71;1
72;526;660;72;1
73;491;1909;73;1
74;491;1909;74;1
75;455;625;75;1
76;492;625;76;1
77;492;625;77;1
78;492;1215;78;1
79;492;1215;79;1
80;492;1215;80;1
81;492;1215;81;1
82;902;1003;82;1
83;1022;903;83;1
84;459;931;84;1
85;459;931;85;1
86;459;1175;86;1
87;459;1175;87;1
88;459;1175;88;1
89;459;1175;89;1
90;459;1175;90;1
91;459;1175;91;1
92;489;840;92;1
93;489;840;93;1
94;702;1813;94;1
95;488;1320;95;1
96;488;1320;96;1
97;488;1320;97;1
98;488;1320;98;1
99;488;2080;99;1
100;488;2080;100;1
101;522;1043;101;1
102;450;640;102;1
103;386;1129;103;1
104;386;1129;104;1
105;1020;198;105;1
106;2149;1184;106;1
107;374;1184;107;1
108;2152;1183;108;1
109;1352;2083;109;1
110;1952;733;110;1
111;684;1684;111;1
112;852;423;112;1
113;1250;480;113;1
114;820;497;114;1
115;820;497;115;1
116;702;893;116;1
117;712;1398;117;1
118;1080;300;118;1
119;494;1755;119;1
120;494;1755;120;1
121;397;593;121;1
122;402;658;122;1
123;480;762;123;1
124;354;1355;124;1
125;354;1355;125;1
126;525;1238;126;1
127;525;1238;127;1
128;525;1238;128;1
129;525;1238;129;1
130;525;1238;130;1
131;525;1238;131;1
132;525;1238;132;1
133;525;1238;133;1
134;525;1238;134;1
135;525;1238;135;1
136;525;1238;136;1
137;525;1238;137;1
138;525;1238;138;1
139;525;1238;139;1
140;525;1238;140;1
141;525;1238;141;1
142;525;1238;142;1
143;498;1326;143;1
144;498;1326;144;1
145;525;2150;145;1
146;525;2150;146;1
147;525;1238;147;1
148;525;1238;148;1
149;525;1238;149;1
150;525;1238;150;1
151;525;1238;151;1
152;525;2150;152;1
153;525;2150;153;1
154;525;2150;154;1
155;525;2150;155;1
156;525;2150;156;1
157;525;2150;157;1
158;525;1238;158;1
159;525;1238;159;1
160;525;1238;160;1
161;525;1238;161;1
162;525;1238;162;1
163;525;1238;163;1
164;525;1238;164;1
165;525;1238;165;1
166;525;1238;166;1
167;525;1238;167;1
168;525;1238;168;1
169;525;1238;169;1
170;525;1238;170;1
171;525;1238;171;1
172;425;1182;172;1
173;425;1182;173;1
174;525;1182;174;1
175;525;1182;175;1
176;525;1238;176;1
177;525;1238;177;1
178;525;1238;178;1
179;525;1238;179;1
180;525;1182;180;1
181;525;1182;181;1
182;525;1238;182;1
183;525;1238;183;1
184;525;1238;184;1
185;525;1238;185;1
186;873;2065;186;1
187;525;1238;187;1
188;525;1238;188;1
189;1122;2177;189;1
190;924;1212;190;1
191;926;1212;191;1
192;926;1212;192;1
193;625;2023;193;1
194;625;2023;194;1
195;514;350;195;1
196;514;350;196;1
197;475;1130;197;1
198;399;1250;198;1
199;649;1235;199;1
200;649;1235;200;1
201;765;1250;201;1
202;666;1255;202;1
203;657;1240;203;1
204;657;1240;204;1
205;903;1096;205;1
206;649;1215;206;1
207;649;1215;207;1
208;606;1340;208;1
209;1056;2184;209;1
210;1954;894;210;1
211;587;1094;211;1
212;200;1144;212;1
213;730;1089;213;1
214;770;1877;214;1
215;880;1915;215;1
216;517;2145;216;1
217;702;2041;217;1
218;924;1222;218;1
219;924;1212;219;1
220;924;1212;220;1
221;924;1212;221;1
222;924;1212;222;1
223;924;1212;223;1
224;924;1909;224;1
225;924;1909;225;1
226;924;1909;226;1
227;924;1909;227;1
228;409;1660;228;1
229;409;2050;229;1
230;1122;2177;230;1
231;954;906;231;1
232;954;906;232;1
233;954;906;233;1
234;954;906;234;1
235;954;906;235;1
236;954;906;236;1
237;952;460;237;1
238;1152;460;238;1
239;1152;460;239;1
240;954;641;240;1
