ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;388;1777;0;1
1;1447;1442;0;2
2;172;1831;0;3
3;172;1831;0;4
4;604;1918;0;5
5;604;1918;0;6
6;662;1992;0;7
7;394;558;0;8
8;394;558;0;9
9;638;1138;0;10
10;638;1138;0;11
11;638;1138;0;12
12;758;948;0;13
13;793;1098;0;14
14;793;1468;0;15
15;793;1468;0;16
16;793;1468;0;17
17;558;283;0;18
18;538;2543;0;19
19;2668;408;0;20
20;858;327;0;21
21;364;1343;0;22
22;364;1343;0;23
23;853;1653;0;24
24;307;883;1;1
25;307;883;1;2
26;307;883;1;3
27;307;883;1;4
28;452;681;1;5
29;498;623;1;6
30;507;2118;1;7
31;507;2118;1;8
32;593;978;1;9
33;618;998;1;10
34;708;1023;1;11
35;708;1023;1;12
36;708;1023;1;13
37;708;1023;1;14
38;602;1243;1;15
39;602;1243;1;16
40;638;1173;1;17
41;588;1338;1;18
42;394;1273;1;19
43;394;1273;1;20
44;509;1218;2;1
45;437;928;2;2
46;457;888;2;3
47;462;938;2;4
48;462;938;2;5
49;462;938;2;6
50;462;938;2;7
51;437;928;2;8
52;504;1123;2;9
53;504;1123;2;10
54;512;1173;2;11
55;512;1173;2;12
56;457;888;2;13
57;1108;573;2;14
58;608;1073;2;15
59;612;1123;2;16
60;612;1123;2;17
61;612;1123;2;18
62;612;1123;2;19
63;437;928;2;20
64;495;1717;3;1
65;808;1778;3;2
66;685;1998;3;3
67;772;1173;3;4
68;712;1273;3;5
69;712;1273;3;6
70;765;1216;3;7
71;807;1173;3;8
72;807;1173;3;9
73;818;1223;3;10
74;728;1223;3;11
75;772;1173;3;12
76;591;2128;3;13
77;592;2128;3;14
78;592;2128;3;15
79;708;1938;3;16
80;437;928;3;17
81;437;1353;3;18
82;437;1353;3;19
83;509;1218;3;20
84;502;828;4;1
85;502;828;4;2
86;502;828;4;3
87;324;1073;4;4
88;324;1073;4;5
89;392;1118;4;6
90;392;1118;4;7
91;350;1350;4;8
92;350;1350;4;9
93;389;1238;4;10
94;389;1238;4;11
95;342;988;4;12
96;620;730;4;13
97;620;730;4;14
98;638;773;4;15
99;612;873;4;16
100;618;808;4;17
101;507;1208;4;18
102;507;1208;4;19
103;495;1717;4;20
104;788;1738;5;1
105;507;1228;5;2
106;507;1228;5;3
107;507;1228;5;4
108;507;1228;5;5
109;507;1228;5;6
110;507;1228;5;7
111;507;1228;5;8
112;507;1228;5;9
113;1098;628;5;10
114;1098;628;5;11
115;728;1093;5;12
116;507;2128;5;13
117;507;2128;5;14
118;507;2128;5;15
119;507;2128;5;16
120;627;1859;5;17
121;342;988;5;18
122;498;828;5;19
123;502;828;5;20
124;479;1266;6;1
125;479;1266;6;2
126;479;1066;6;3
127;479;1066;6;4
128;479;1066;6;5
129;479;1066;6;6
130;633;1920;6;7
131;633;1920;6;8
132;633;1920;6;9
133;633;1920;6;10
134;633;1920;6;11
135;633;1920;6;12
136;633;1920;6;13
137;612;873;6;14
138;507;1228;6;15
139;507;1228;6;16
140;808;1223;6;17
141;774;1178;6;18
142;774;1178;6;19
143;798;1373;6;20
144;1038;804;7;1
145;800;850;7;2
146;820;1390;7;3
147;820;1390;7;4
148;581;1673;7;5
149;581;1673;7;6
150;596;1920;7;7
151;633;1920;7;8
152;508;993;7;9
153;508;993;7;10
154;479;866;7;11
155;479;866;7;12
156;479;866;7;13
157;842;1060;7;14
158;842;900;7;15
159;842;900;7;16
160;842;1060;7;17
161;842;1060;7;18
162;842;1466;7;19
163;479;866;7;20
164;476;900;8;1
165;476;900;8;2
166;476;900;8;3
167;476;900;8;4
168;476;900;8;5
169;476;900;8;6
170;476;900;8;7
171;1028;1164;8;8
172;1038;1164;8;9
173;253;988;8;10
174;253;988;8;11
175;253;988;8;12
176;253;988;8;13
177;253;988;8;14
178;253;988;8;15
179;253;988;8;16
180;481;1190;8;17
181;481;1190;8;18
182;468;1972;8;19
183;468;1972;8;20
184;500;810;9;1
185;464;1155;9;2
186;464;1155;9;3
187;471;1250;9;4
188;471;1250;9;5
189;517;1155;9;6
190;517;1155;9;7
191;238;504;9;8
192;253;988;9;9
193;251;903;9;10
194;251;903;9;11
195;326;592;9;12
196;342;566;9;13
197;348;584;9;14
198;328;970;9;15
199;328;970;9;16
200;328;970;9;17
201;328;970;9;18
202;476;900;9;19
203;473;815;9;20
204;352;819;10;1
205;592;819;10;2
206;592;819;10;3
207;420;555;10;4
208;420;555;10;5
209;563;1255;10;6
210;563;1255;10;7
211;563;1255;10;8
212;563;1255;10;9
213;227;1686;10;10
214;517;1793;10;11
215;517;1793;10;12
216;517;1793;10;13
217;517;1793;10;14
218;629;1686;10;15
219;450;843;10;16
220;620;755;10;17
221;620;755;10;18
222;470;820;10;19
223;473;815;10;20
224;461;1270;11;1
225;461;1270;11;2
226;461;1270;11;3
227;461;1270;11;4
228;463;1270;11;5
229;463;1270;11;6
230;398;1139;11;7
231;398;1139;11;8
232;398;1139;11;9
233;398;1139;11;10
234;858;813;11;11
235;618;1150;11;12
236;618;1150;11;13
237;373;1258;11;14
238;373;1258;11;15
239;481;1190;11;16
240;481;1190;11;17
241;352;819;11;18
242;352;819;11;19
243;352;819;11;20
244;336;1137;12;1
245;366;1137;12;2
246;366;1137;12;3
247;366;1137;12;4
248;497;1072;12;5
249;382;1527;12;6
250;531;1422;12;7
251;531;1422;12;8
252;531;1422;12;9
253;531;1422;12;10
254;531;1422;12;11
255;531;1422;12;12
256;567;1618;12;13
257;567;1618;12;14
258;567;1618;12;15
259;567;1618;12;16
260;529;1778;12;17
261;529;1778;12;18
262;531;1773;12;19
263;531;1773;12;20
264;397;1122;13;1
